Timestamp
2024-06-22 12:10:04.955844
2024-06-22 12:10:05.199319,3495,0,0,52,0
2024-06-22 12:10:05.614590,3495,0,0,52,0
2024-06-22 12:10:06.355021,3495,0,0,52,0
2024-06-22 12:10:06.660486,3495,0,0,52,0
2024-06-22 12:10:07.016563,3495,0,0,52,0
2024-06-22 12:10:07.942679,3495,0,0,52,0
2024-06-22 12:10:08.217476,3495,0,0,52,0
2024-06-22 12:10:08.642407,3495,0,0,52,0
2024-06-22 12:10:09.331852,3495,0,0,52,0
2024-06-22 12:10:09.638772,3495,0,0,52,0
2024-06-22 12:10:10.352077,3495,0,0,52,0
2024-06-22 12:10:10.638701,3647,0,0,204,0
2024-06-22 12:10:11.335716,3495,0,0,52,0
2024-06-22 12:10:11.659401,3495,0,0,52,0
2024-06-22 12:10:12.382975,3495,0,0,52,0
2024-06-22 12:10:12.657251,3571,0,0,128,0
2024-06-22 12:10:13.413447,3495,0,0,52,0
2024-06-22 12:10:13.970328,3495,0,0,52,0
2024-06-22 12:10:14.220255,3495,0,0,52,0
2024-06-22 12:10:14.710044,3495,0,0,52,0
2024-06-22 12:10:15.100197,3495,0,0,52,0
2024-06-22 12:10:15.675014,3571,0,0,128,0
2024-06-22 12:10:16.046259,3495,0,0,52,0
2024-06-22 12:10:16.693257,3495,0,0,52,0
2024-06-22 12:10:17.085800,3495,0,0,52,0
2024-06-22 12:10:18.007643,3495,0,0,52,0
2024-06-22 12:10:18.257368,3495,0,0,52,0
2024-06-22 12:10:18.700182,3495,0,0,52,0
2024-06-22 12:10:19.070464,3495,0,0,52,0
2024-06-22 12:10:20.015544,3495,0,0,52,0
2024-06-22 12:10:20.256606,3495,0,0,52,0
2024-06-22 12:10:20.725455,3495,0,0,52,0
2024-06-22 12:10:21.094705,3495,0,0,52,0
2024-06-22 12:10:22.065594,3495,0,0,52,0
2024-06-22 12:10:22.284835,3495,0,0,52,0
2024-06-22 12:10:23.048320,3495,0,0,52,0
2024-06-22 12:10:23.423124,3495,0,0,52,0
2024-06-22 12:10:24.060955,3495,0,0,52,0
2024-06-22 12:10:24.341148,3495,0,0,52,0
2024-06-22 12:10:24.846326,3495,0,0,52,0
2024-06-22 12:10:25.207594,3495,0,0,52,0
2024-06-22 12:10:26.098157,3495,0,0,52,0
2024-06-22 12:10:26.310278,3495,0,0,52,0
2024-06-22 12:10:26.792861,3495,0,0,52,0
