Timestamp
2024-06-24 10:27:21.934885
2024-06-24 10:27:22.306958,3474,0,0,52,0
2024-06-24 10:27:23.151306,3475,0,0,52,0
2024-06-24 10:27:23.414130,3475,0,0,52,0
2024-06-24 10:27:23.854162,3475,0,0,52,0
2024-06-24 10:27:24.259443,3475,0,0,52,0
2024-06-24 10:27:24.843190,3475,0,0,52,0
2024-06-24 10:27:25.249326,3477,0,0,52,0
2024-06-24 10:27:26.158915,3477,0,0,52,0
2024-06-24 10:27:26.521806,3477,0,0,52,0
2024-06-24 10:27:27.233774,3477,0,0,52,0
2024-06-24 10:27:27.504593,3477,0,0,52,0
2024-06-24 10:27:27.944945,3477,0,0,52,0
2024-06-24 10:27:28.317726,3477,0,0,52,0
2024-06-24 10:27:29.170178,3478,0,0,52,0
2024-06-24 10:27:29.410610,3478,0,0,52,0
2024-06-24 10:27:29.868679,3478,0,0,52,0
2024-06-24 10:27:30.319777,3479,0,0,52,0
2024-06-24 10:27:31.157372,3479,0,0,52,0
2024-06-24 10:27:31.526053,3479,0,0,52,0
2024-06-24 10:27:32.326569,3479,0,0,52,0
2024-06-24 10:27:32.586908,3479,0,0,52,0
2024-06-24 10:27:33.062849,3480,0,0,52,0
2024-06-24 10:27:33.418407,3480,0,0,52,0
2024-06-24 10:27:34.217074,3481,0,0,52,0
2024-06-24 10:27:34.474495,3481,0,0,52,0
2024-06-24 10:27:34.972388,3481,0,0,52,0
2024-06-24 10:27:35.383401,3481,0,0,52,0
2024-06-24 10:27:36.290623,3481,0,0,52,0
2024-06-24 10:27:36.657123,3481,0,0,52,0
